time_s,s_time_corrected_s,No of GPS Satellites Available,Time Since Start of Day (seconds),Latitude (degrees),Longitude (degrees),Velocity (km/hr),Heading (degrees),Height (km),Vertical velocity (km/hr),Sample period (seconds),Steering Angle (degrees),Wheel Speed Front Left (rad/sec),Wheel Speed Front Right (rad/sec),Wheel Speed Rear Left (rad/sec),Wheel Speed Rear Right (rad/sec),Yaw Rate (deg/sec),Indicated Vehicle Speed (km/hr),Indicated Longitudinal Acceleration (g),Indicated Lateral Acceleration (g),Handbrake (0 or 1),Gear Requested (Number fof gear employed 1-5),Gear (Number fof gear employed 1-5),Engine Speed (rev/min),Coolant Temperature (degrees),Clutch Position (0 or 1),Brake Pressure (psi),Brake Position (0 or 1),Battery Voltage (volts),Air Temperature (degrees),Accelerator Pedal Position (0 or 1),S_GPS LATITUDE (degrees),S_GPS LONGITUDE (degrees),S_GPS ALTITUDE (m),S_GPS SPEED (Kmh),S_GPS ACCURACY (m),S_GPS ORIENTATION (Â°),S_GPS SATELLITES IN RANGE,S_TIME SINCE START (ms),S_DATE (YYYY-MO-DD HH-MI-SS_SSS),S_ACCELEROMETER X (m/s²),S_ACCELEROMETER Y (m/s²),S_ACCELEROMETER Z (m/s²),S_GRAVITY X (m/s²),S_GRAVITY Y (m/s²),S_GRAVITY Z (m/s²),S_GYROSCOPE Yaw (rad/s),S_GYROSCOPE Pitch (rad/s),S_GYROSCOPE Roll (rad/s),S_MAGNETIC FIELD X (Î¼T),S_MAGNETIC FIELD Y (Î¼T),S_MAGNETIC FIELD Z (Î¼T),S_ORIENTATION (Yaw) (Â°),S_ORIENTATION (Pitch) (Â°),S_ORIENTATION (Roll ) (Â°)
58114.7,58114.70017,137,58114.7,52.2026712,-2.1935277,42.271,77.116,72.33,0.03,0.1,0,41.8,42.70999,41.77,42.37,8.800018,42.23,0,0.1897199,0,5,3,1360,86,0,-0.1199951,0,13.7,10.5,0,52.202663,-2.194882,125.36,13.3,2,91.25,23 / 23,13990610,2020-01-08 16:08:34:204,-0.9492,-0.8526,10.622,-0.0435,-0.0386,9.8064,0.1699,0.1492,-0.2811,-19.25,-34.62,2.06,298.89,-84.65,-148.39
58114.8,58114.80017,137,58114.8,52.2026736,-2.1935109,42.415,76.744,72.33,0.03,0.1,0,41.78,42.73,41.86,42.56999,9.100006,42.19,0,0.1999199,0,5,3,1378,86,0,-0.1199951,0,13.8,10.5,0,52.202663,-2.194882,125.36,13.3,2,91.25,23 / 23,13990710,2020-01-08 16:08:34:304,-1.8975,0.5263,10.4823,0.0411,-0.0576,9.8064,-0.0859,0.7084,-0.3725,-18.12,-34.62,1.94,293.88,-84.63,-152.82
58114.9,58114.90017,137,58114.9,52.2026766,-2.1934946,41.983,73.385,72.32,0.01,0.1,0,41.77,42.7,41.75,42.53999,9.300018,42.19,0,0.1999199,0,5,3,1387,86,0,0.1099854,0,13.7,10.5,0,52.202663,-2.194882,125.36,13.3,2,91.25,23 / 23,13990810,2020-01-08 16:08:34:404,-1.4228,5.9031,9.2011,0.0041,0.01,9.8066,-0.1028,0.5059,-0.1601,-18.69,-35,0.38,287.92,-84.61,-152.49
58115,58115.00017,137,58115,52.2026794,-2.1934779,42.448,74.449,72.33,0.02,0.1,0,41.67,42.58,41.67,42.39999,9.5,42.21,0,0.1999199,0,5,3,1385,86,0,-0.1199951,0,13.8,10.5,0,52.202663,-2.194882,125.36,13.3,2,91.25,23 / 23,13990910,2020-01-08 16:08:34:504,-0.3761,1.7429,10.709,-0.0076,-0.0522,9.8065,0.092,0.4808,-0.2138,-18.31,-34.31,0.75,292.83,-84.59,-150.78
58115.1,58115.10017,137,58115.1,52.2026826,-2.1934616,42.217,72.584,72.33,0.02,0.1,0,41.64999,42.59,41.66,42.56999,9.600006,42.09,0,0.2396998,0,5,3,1393,86,0,-0.1199951,0,13.8,10.5,0,52.202663,-2.194882,125.36,13.3,2,91.25,23 / 23,13991010,2020-01-08 16:08:34:604,0.0381,3.9688,9.8162,-0.0017,-0.0378,9.8065,0.0494,0.343,-0.2045,-17.94,-34,0.38,288.25,-84.7,-152.11
58115.2,58115.20017,137,58115.2,52.2026859,-2.1934452,42.35,71.615,72.31,0,0.1,0,41.61,42.66,41.98,42.50999,10.10001,42.23,-0.009180069,0.1897199,0,5,3,1391,86,0,-0.1199951,0,13.7,10.5,0,52.202663,-2.194882,125.36,13.3,2,91.25,23 / 23,13991110,2020-01-08 16:08:34:704,0.5978,-0.5498,10.2426,0.0119,-0.018,9.8066,0.0129,0.4283,-0.0407,-18.69,-33.81,0.63,291,-84.75,-153.12
58115.3,58115.30017,137,58115.3,52.2026893,-2.193429,42.239,71.031,72.31,0,0.1,0,41.81,42.72,41.78,42.41,9.800018,42.1,-0.009180069,0.1999199,0,5,3,1378,86,0,-0.1199951,0,13.7,10.5,0,52.202663,-2.194882,125.36,13.3,2,91.25,23 / 23,13991210,2020-01-08 16:08:34:804,-1.7795,3.0438,7.2103,0.0369,-0.051,9.8064,-0.1425,0.3141,-0.2073,-18.25,-34.69,0,288.65,-84.61,-151.26
58115.4,58115.39917,137,58115.4,52.2026931,-2.1934131,42.095,69.254,72.31,0,0.1,0,41.62,42.56,41.64999,42.53,10.39999,42.14,-0.009180069,0.1999199,0,5,3,1363,86,0,-0.1199951,0,13.8,10.5,0,52.202663,-2.194882,125.36,13.3,2,91.25,23 / 23,13991309,2020-01-08 16:08:34:903,-1.2163,1.7655,8.6602,-0.0841,-0.0703,9.8059,0.3119,0.2856,-0.1833,-18.44,-34.31,0.38,290.17,-84.74,-150.36
58115.5,58115.50017,137,58115.5,52.202697,-2.1933971,42.095,68.623,72.31,0.01,0.1,0,41.47,42.55,41.61,42.37999,10.80002,42.05,-0.009180069,0.1999199,0,5,3,1339,86,0,-0.1199951,0,13.8,10.5,0,52.202663,-2.194882,125.36,13.3,2,91.25,23 / 23,13991410,2020-01-08 16:08:35:004,1.081,4.0671,12.3058,-0.0492,-0.0083,9.8065,0.3265,0.0738,-0.0503,-18.81,-34.5,0,296.5,-84.98,-145.32
58115.6,58115.60017,137,58115.6,52.2027008,-2.193381,42.383,68.34,72.29,-0.01,0.1,0,41.59,42.48,41.55,42.34999,10.80002,41.91,-0.009180069,0.1999199,0,5,3,1300,86,0,-0.1199951,0,13.7,10.5,0,52.202663,-2.194882,125.36,13.3,2,91.25,23 / 23,13991510,2020-01-08 16:08:35:104,-0.8822,6.1843,9.4468,-0.0126,-0.0679,9.8064,0.0854,0.7682,-0.3735,-18.94,-34.75,-0.37,293.27,-84.88,-147.94
58115.7,58115.70017,137,58115.7,52.2027051,-2.1933654,42.059,66.483,72.29,-0.02,0.1,0,41.37,42.41,41.55,42.41,10.60001,41.91,-0.009180069,0.21012,0,5,3,1270,86,0,0.1099854,0,13.8,10.5,0,52.202663,-2.194882,125.36,13.3,2,91.25,23 / 23,13991610,2020-01-08 16:08:35:204,-0.8875,2.9576,9.4822,-0.0127,-0.0006,9.8066,0.0767,0.2484,-0.2082,-19.37,-34.81,-0.69,291.38,-84.88,-146.7
58115.8,58115.80017,137,58115.8,52.2027095,-2.1933497,42.361,65.605,72.27,-0.03,0.1,0,41.37999,42.34999,41.28999,42.2,10.5,41.91,-0.01938009,0.1999199,0,5,3,1252,86,0,-0.1199951,0,13.8,10.5,0,52.202663,-2.194882,125.36,13.3,2,91.25,23 / 23,13991710,2020-01-08 16:08:35:304,-0.3861,-4.7817,9.1476,-0.0152,-0.1025,9.806,-0.01,0.9662,-0.5077,-19.12,-35.37,-0.94,295.62,-84.92,-142.82
58115.9,58115.90017,137,58115.9,52.202714,-2.1933342,42.149,64.572,72.24,-0.06,0.1,0,41.39999,42.3,41.55,42.27,10.30002,41.85,-0.02958012,0.1897199,0,5,3,1242,86,0,0.1099854,0,13.7,10.5,0,52.202663,-2.194882,125.36,13.3,2,91.25,23 / 23,13991810,2020-01-08 16:08:35:404,-2.489,9.9673,8.8733,-0.0684,-0.0474,9.8063,0.1709,0.7808,-0.3829,-19.25,-34.81,-2,293.33,-85.46,-142.93
58116,58115.99917,137,58116,52.2027186,-2.1933189,42.16,63.626,72.21,-0.08,0.1,0,41.36,42.31,41.41,42.28,10,41.89,-0.02958012,0.1897199,0,5,3,1242,86,0,-0.1199951,0,13.8,10.5,0,52.202663,-2.194882,125.36,13.3,2,91.25,23 / 23,13991909,2020-01-08 16:08:35:503,-0.2746,-0.4781,8.8766,0.0356,-0.101,9.8061,-0.1111,0.8483,-0.3418,-18.62,-35.75,-2.5,292.02,-85.81,-144.57
58116.1,58116.10017,137,58116.1,52.2027235,-2.1933038,41.918,62.174,72.17,-0.12,0.1,0,41.47,42.27,41.37,42.14,9.899994,41.87,-0.02958012,0.1897199,0,5,3,1236,86,0,-0.1199951,0,13.8,10.5,0,52.202663,-2.194882,125.36,13.3,2,91.25,23 / 23,13992010,2020-01-08 16:08:35:604,-3.4717,9.5033,7.9158,0.0215,-0.1097,9.806,-0.1208,1.1272,-0.6093,-18.06,-36,-2.87,295.14,-85.71,-137.64
58116.2,58116.20017,137,58116.2,52.2027285,-2.1932888,41.915,61.48,72.13,-0.14,0.1,0,41.34999,42.37,41.50999,42.25999,10,41.81,-0.02958012,0.1897199,0,5,3,1232,86,0,0.1099854,0,13.8,10.5,1,52.202663,-2.194882,125.36,13.3,2,91.25,23 / 23,13992110,2020-01-08 16:08:35:704,-0.1612,-1.4142,9.0746,-0.0151,-0.0631,9.8064,0.0265,0.1832,0.0026,-17.81,-35.19,-3.06,291.85,-86.02,-141.53
58116.3,58116.30017,137,58116.3,52.2027337,-2.1932739,42.044,59.99,72.1,-0.16,0.1,0,41.33,42.2,41.45,42.2,9.800018,41.92,-0.02958012,0.1897199,0,5,3,1260,86,0,-0.1199951,0,13.8,10.5,1.5,52.202663,-2.194882,125.36,13.3,2,91.25,23 / 23,13992210,2020-01-08 16:08:35:804,-4.0065,7.2818,8.3688,0.0342,-0.1084,9.8059,0.0265,0.8579,-0.4559,-17.62,-35.56,-4,298.12,-85.93,-132.27
58116.4,58116.40017,137,58116.4,52.202739,-2.1932592,41.857,59.619,72.04,-0.2,0.1,0,41.37,42.3,41.45999,42.12999,9.700012,41.8,-0.02958012,0.1795199,0,5,3,1277,86,0,-0.1199951,0,13.8,10.5,1.5,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13992310,2020-01-08 16:08:35:904,0.0163,-1.0363,8.7603,0.0263,-0.0328,9.8065,-0.0109,-0.3801,0.1232,-17.87,-34.87,-5,293.47,-86.36,-134.69
58116.5,58116.50017,137,58116.5,52.2027444,-2.1932445,42.044,58.983,71.99,-0.23,0.1,0,41.42999,42.34,41.56,42.31999,9.399994,41.89,-0.01938009,0.16014,0,5,3,1275,86,0,0.1099854,0,13.8,10.5,1.5,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13992410,2020-01-08 16:08:36:004,-1.1507,1.0267,11.0947,0.0223,-0.0609,9.8063,0.1537,0.2335,0.1221,-18,-35.81,-4.87,292.73,-86.69,-135.81
58116.6,58116.60017,137,58116.6,52.2027501,-2.1932302,41.976,56.78,71.95,-0.26,0.1,0,41.62,42.42,41.62,42.23999,8.899994,41.96,-0.01938009,0.13974,0,5,3,1271,86,0,-0.1199951,0,13.7,10.5,1.5,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13992510,2020-01-08 16:08:36:104,-0.1993,8.0922,10.7387,0.0255,-0.0106,9.8066,-0.2943,-0.3925,0.4799,-17.62,-35.25,-5.19,294.73,-86.62,-133.95
58116.7,58116.70017,137,58116.7,52.2027558,-2.1932159,41.936,56.915,71.89,-0.29,0.1,0,41.59,42.41,41.75999,42.2,8.200012,42.05,-0.01938009,0.1091399,0,5,3,1270,86,0,-0.1199951,0,13.7,10.5,2,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13992610,2020-01-08 16:08:36:204,-1.0254,1.7114,10.3394,-0.0646,-0.1212,9.8056,-0.2912,-0.2474,0.2531,-17.69,-34.87,-5.94,304.22,-86.72,-122.29
58116.8,58116.80017,137,58116.8,52.2027616,-2.1932016,41.951,56.313,71.83,-0.32,0.1,0,41.8,42.47,41.81,42.44,7.700012,42.11,-0.02958012,0.1193399,0,5,3,1266,86,0,-0.1199951,0,13.8,10.5,2,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13992710,2020-01-08 16:08:36:304,-1.7028,6.4176,10.4155,-0.0069,-0.0821,9.8062,-0.088,-0.1843,0.1247,-16.37,-35.56,-6.62,296.15,-86.75,-124.16
58116.9,58116.90017,137,58116.9,52.2027676,-2.1931877,41.832,55.119,71.78,-0.33,0.1,0,41.84,42.39999,41.75999,42.34999,8,42.12,-0.02958012,0.14994,0,5,3,1263,86,0,-0.1199951,0,13.7,10.5,2,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13992810,2020-01-08 16:08:36:404,0.6447,-1.6695,10.113,0.0257,-0.0354,9.8065,-0.0395,-0.4108,0.3773,-16.56,-34.19,-6.25,299.44,-87,-126.14
58117,58117.00017,137,58117,52.2027737,-2.1931737,42.124,54.332,71.72,-0.36,0.1,0,41.84999,42.45999,41.81999,42.44,7.600006,42.07,-0.01938009,0.16014,0,5,3,1262,86,0,0.1099854,0,13.7,10.5,2,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13992910,2020-01-08 16:08:36:504,-1.6614,2.5187,8.5235,0.0419,-0.037,9.8064,-0.0614,0.1863,-0.0259,-17.19,-33.62,-6.87,296.02,-86.85,-126.33
58117.1,58117.10117,137,58117.1,52.20278,-2.1931598,42.347,53.662,71.68,-0.36,0.1,0,41.78999,42.59999,42.06,42.78999,7.800018,42.18,-0.01938009,0.14994,0,5,3,1259,86,0,-0.1199951,0,13.7,10.5,2,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13993011,2020-01-08 16:08:36:605,0.0788,0.8096,10.4684,-0.0308,-0.0069,9.8066,0.0182,-0.0337,0.1528,-16.87,-33.62,-7.12,289.6,-87.07,-132.88
58117.2,58117.20017,137,58117.2,52.2027863,-2.1931462,42.059,52.725,71.63,-0.38,0.1,0,41.92,42.66,41.98999,42.52,7.399994,42.25,-0.01938009,0.14994,0,5,3,1261,86,0,-0.1199951,0,13.7,10.5,2,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13993110,2020-01-08 16:08:36:704,-2.0854,5.6722,9.9572,0.041,-0.0028,9.8065,-0.2573,-0.29,0.4054,-17.12,-34.31,-7.44,283.49,-87.05,-138.79
58117.3,58117.30017,137,58117.3,52.2027929,-2.1931327,42.451,51.742,71.59,-0.38,0.1,0,41.92,42.58,42.03999,42.53,7.200012,42.3,-0.01938009,0.12954,0,5,3,1250,85,0,-0.1199951,0,13.7,10.5,2,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13993210,2020-01-08 16:08:36:804,-1.9344,3.2372,11.385,-0.0092,-0.0838,9.8062,0.0191,-0.1271,0.0816,-17.19,-35.06,-6.75,280.82,-87.38,-141.89
58117.4,58117.40017,137,58117.4,52.2027995,-2.1931191,42.476,51.292,71.53,-0.41,0.1,0,42,42.64999,42.06999,42.7,7.300018,42.34,-0.01938009,0.13974,0,5,3,1250,86,0,-0.1199951,0,13.8,10.5,2,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13993310,2020-01-08 16:08:36:904,-1.8875,4.7804,10.6742,0.0289,-0.0113,9.8066,-0.2276,-0.2343,0.1712,-16.81,-34.87,-6.37,289.03,-87.32,-136.58
58117.5,58117.50017,137,58117.5,52.2028062,-2.1931058,42.476,50.733,71.48,-0.41,0.1,0,42.17,42.8,42.25,42.64999,7.600006,42.42,-0.02958012,0.13974,0,5,3,1252,86,0,0.1099854,0,13.8,10.5,2,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13993410,2020-01-08 16:08:37:004,0.8339,-1.7643,8.8942,0.0004,-0.0463,9.8065,-0.0801,-0.2658,0.3626,-17.25,-34.62,-6.81,283.61,-87.33,-139.05
58117.6,58117.59917,137,58117.6,52.202813,-2.1930926,42.368,49.781,71.42,-0.42,0.1,0,42.20999,42.84999,42.23,42.78999,7.300018,42.56,-0.01938009,0.13974,0,5,3,1247,85,0,-0.1199951,0,13.7,10.5,2,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13993509,2020-01-08 16:08:37:103,-1.4793,2.2101,9.2385,0.0234,-0.0563,9.8065,-0.0134,0.1503,0.1351,-16.75,-34.25,-8.25,284.45,-87.31,-135.61
58117.7,58117.70017,137,58117.7,52.20282,-2.1930796,42.62,48.685,71.37,-0.44,0.1,0,42.28999,42.87,42.17999,42.75999,6.5,42.54,-0.01938009,0.09995985,0,5,3,1244,85,0,0.1099854,0,13.7,10.5,2,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13993610,2020-01-08 16:08:37:204,-0.0481,1.2973,10.588,-0.0127,-0.0007,9.8065,0.0405,-0.0083,-0.034,-16.12,-34.81,-7.81,283.48,-87.61,-135.39
58117.8,58117.80017,137,58117.8,52.202827,-2.1930665,42.649,48.939,71.3,-0.47,0.1,0,42.3,42.87,42.47,42.75999,6,42.54,-0.01938009,0.09995985,0,5,3,1258,85,0,-0.1199951,0,13.8,10.5,3.5,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13993710,2020-01-08 16:08:37:304,-0.4267,1.3184,10.0724,0.0106,0.0136,9.8066,-0.0129,0.1084,-0.0768,-15.81,-33.94,-7.94,282,-87.52,-136.8
58117.9,58117.90017,137,58117.9,52.2028342,-2.1930536,42.782,47.801,71.25,-0.47,0.1,0,42.42,43.02,42.53,42.98999,6.100006,42.69,-0.02958012,0.09995985,0,5,3,1297,85,0,-0.1199951,0,13.7,10.5,4.5,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13993810,2020-01-08 16:08:37:404,0.4794,1.0115,8.9281,0.0251,0.007,9.8066,0.0452,0.1116,0.0943,-16.37,-34.81,-8.81,277.57,-87.5,-138.34
58118,58118.00017,137,58118,52.2028414,-2.1930409,42.559,47.32,71.19,-0.48,0.1,0,42.59999,43.22,42.48,42.97,6.200012,42.92,-0.01938009,0.1193399,0,5,3,1319,85,0,-0.1199951,0,13.7,10.5,5,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13993910,2020-01-08 16:08:37:504,-0.3288,1.3283,9.1989,-0.0166,-0.0037,9.8066,0.0911,0.1043,-0.059,-16.12,-35.06,-8.81,278.15,-87.64,-138.02
58118.1,58118.09917,137,58118.1,52.2028487,-2.1930281,42.761,46.889,71.13,-0.49,0.1,0,42.66,43.23,42.75999,42.94,6.5,42.87,-0.009180069,0.12954,0,5,3,1343,85,0,0.1099854,0,13.8,10.5,5,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13994009,2020-01-08 16:08:37:603,-0.7411,1.7709,9.9259,-0.0084,0.0308,9.8065,0.0753,0.1053,-0.013,-16.62,-34.62,-9.62,277.11,-87.76,-138.47
58118.2,58118.20117,137,58118.2,52.2028563,-2.1930157,43.2,45.207,71.08,-0.49,0.1,0,42.69,43.28,42.78999,43.27,6.200012,42.97,0,0.13974,0,5,3,1331,85,0,-0.1199951,0,13.7,10.5,5,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13994111,2020-01-08 16:08:37:705,-0.1077,1.1816,10.4369,0.0132,0.0157,9.8066,0.1326,0.1748,0.0146,-15.75,-35.5,-9.62,272.4,-87.73,-141.37
58118.3,58118.30017,137,58118.3,52.2028638,-2.1930031,43.211,45.417,71,-0.52,0.1,0,42.78999,43.39,42.94,43.39999,6.300018,43,0,0.1193399,0,5,3,1314,85,0,0.1099854,0,13.8,10.5,5,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13994210,2020-01-08 16:08:37:804,0.3497,1.0031,9.6124,0.0108,0.0286,9.8065,0.0418,-0.0383,-0.0524,-15.12,-35.62,-9.31,271.16,-87.63,-142.99
58118.4,58118.40017,137,58118.4,52.2028715,-2.1929907,43.373,44.923,70.93,-0.54,0.1,0,42.98,43.59999,43.12,43.41,6.300018,43.21,-0.009180069,0.07956004,0,5,3,1330,85,0,-0.1199951,0,13.8,10.5,5,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13994310,2020-01-08 16:08:37:904,-3.4534,-0.6616,7.9453,0.0243,-0.0251,9.8066,0.0899,0.272,-0.0828,-15.06,-35.62,-9.56,271.99,-87.55,-139.43
58118.5,58118.49917,137,58118.5,52.2028794,-2.1929783,43.866,43.854,70.87,-0.54,0.1,0,43.20999,43.75,43.34999,43.8,5.899994,43.44,-0.009180069,0.09995985,0,5,3,1326,85,0,-0.1199951,0,13.8,10.5,5,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13994409,2020-01-08 16:08:38:003,-2.6867,3.1295,9.1133,-0.0064,0.0155,9.8066,0.0722,-0.0319,0.1071,-14.5,-35.81,-9.56,273.85,-87.67,-135.74
58118.6,58118.60117,137,58118.6,52.2028872,-2.1929661,43.51,43.526,70.77,-0.6,0.1,0,43.47,44,43.62,43.83,5.600006,43.65,0,0.08976007,0,5,3,1343,85,0,-0.1199951,0,13.8,10.5,5,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13994511,2020-01-08 16:08:38:105,-1.7455,4.3697,8.2289,0.0109,-0.0182,9.8066,-0.2257,0.4967,-0.3304,-14.87,-36.06,-10.56,281.91,-87.84,-127.73
58118.7,58118.70017,137,58118.7,52.2028953,-2.1929538,44.111,42.737,70.69,-0.62,0.1,0,43.59999,44.00999,43.81999,44,5.200012,43.86,0,0.08976007,0,5,3,1350,85,0,-0.1199951,0,13.8,10.5,5,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13994610,2020-01-08 16:08:38:204,0.2809,-0.7783,7.6314,-0.0841,-0.0057,9.8062,-0.2885,0.0049,0.1703,-14.81,-35.37,-10.62,281.35,-87.92,-128.53
58118.8,58118.80217,137,58118.8,52.2029033,-2.1929416,44.075,42.643,70.59,-0.66,0.1,0,43.81999,44.3,43.89999,44.37,5.200012,44.21,-0.009180069,0.09995985,0,5,3,1362,85,0,0.1099854,0,13.8,10.5,5,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13994712,2020-01-08 16:08:38:306,1.5373,2.3585,10.108,0.003,-0.0706,9.8063,-0.0662,0.189,-0.0057,-15.19,-34.56,-11.19,291.89,-88.35,-118.97
58118.9,58118.90017,137,58118.9,52.2029116,-2.1929295,44.518,41.791,70.48,-0.71,0.1,0,44.17999,44.7,44.19,44.53,5.200012,44.3,-0.009180069,0.09995985,0,5,3,1379,85,0,-0.1199951,0,13.7,10.5,5,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13994810,2020-01-08 16:08:38:404,-0.1785,-0.9371,9.4638,-0.0426,-0.0262,9.8064,-0.2861,-0.0739,0.0846,-14.94,-34.25,-10.87,300,-88.74,-111.74
58119,58119.00017,137,58119,52.2029199,-2.1929175,44.629,41.35,70.36,-0.76,0.1,0,44.5,44.94,44.72,44.81999,5.300018,44.61,-0.009180069,0.08976007,0,5,3,1404,85,0,-0.1199951,0,13.8,10.5,5,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13994910,2020-01-08 16:08:38:504,-3.3347,0.7855,9.7409,0.0005,-0.0269,9.8065,-0.1591,-0.1042,0.0895,-15,-34.19,-12.75,294.15,-88.71,-112.92
58119.1,58119.10017,137,58119.1,52.2029283,-2.1929055,44.777,41.009,70.26,-0.79,0.1,0,44.89,45.23999,44.8,45.14999,5,44.94,-0.01938009,0.08976007,0,5,3,1419,85,0,-0.1199951,0,13.8,10.5,5,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13995010,2020-01-08 16:08:38:604,0.0794,-1.7228,10.1399,0.0038,-0.07,9.8063,-0.0774,0.01,0.2282,-14.81,-35.37,-12.12,295.27,-88.94,-114.31
58119.2,58119.20017,137,58119.2,52.2029369,-2.1928937,45.032,40.178,70.14,-0.83,0.1,0,45.17,45.61,45.14,45.39999,5.100006,45.27,-0.01938009,0.08976007,0,5,3,1447,85,0,-0.1199951,0,13.7,10.5,5,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13995110,2020-01-08 16:08:38:704,1.5766,5.2461,8.3575,0.022,0.0375,9.8065,0.0737,-0.0751,0.1581,-14.81,-34.87,-12.31,309.91,-88.97,-99.98
58119.3,58119.30017,137,58119.3,52.2029454,-2.1928818,44.953,40.253,70.01,-0.89,0.1,0,45.34999,45.87,45.37999,45.62999,5,45.57,-0.009180069,0.09995985,0,5,3,1466,85,0,0.1099854,0,13.7,10.5,3,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13995210,2020-01-08 16:08:38:804,1.5035,0.5303,11.2122,-0.0042,0.0006,9.8066,0.1197,-0.1803,-0.0161,-14.31,-34.87,-13.19,304.91,-88.9,-100.55
58119.4,58119.39917,137,58119.4,52.202954,-2.19287,45.335,39.835,69.89,-0.91,0.1,0,45.52,46.03999,45.67,45.92999,5.100006,45.73,-0.009180069,0.08976007,0,5,3,1483,85,0,-0.1199951,0,13.7,10.5,0,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13995309,2020-01-08 16:08:38:903,-2.14,2.7203,8.5457,0.067,0.0041,9.8064,-0.0264,0.1138,-0.0309,-13.87,-34.75,-13.5,305.15,-88.68,-99.99
58119.5,58119.50017,137,58119.5,52.2029629,-2.1928583,45.781,38.815,69.78,-0.93,0.1,0,45.84999,46.27,45.86,46.23999,5,45.92,-0.009180069,0.08976007,0,5,3,1480,85,0,-0.1199951,0,13.7,10.5,0,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13995410,2020-01-08 16:08:39:004,-0.3265,0.5133,9.8427,-0.0629,0.0128,9.8064,0.1907,-0.2604,0.192,-13,-34.69,-13.81,304.07,-89.06,-97.38
58119.6,58119.59917,137,58119.6,52.2029718,-2.1928466,45.95,38.85,69.67,-0.95,0.1,0,46.03999,46.55,46.19,46.45,4.899994,46.2,-0.009180069,0.08976007,0,5,3,1481,85,0,-0.1199951,0,13.7,10.5,0,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13995509,2020-01-08 16:08:39:103,-2.8288,2.9399,7.7191,0.0415,0.0373,9.8064,-0.2242,0.2335,-0.1322,-12.62,-34.31,-12.06,281.09,-88.74,-123.82
58119.7,58119.69917,137,58119.7,52.2029809,-2.192835,46.116,38.142,69.56,-0.97,0.1,0,46.42999,46.73999,46.47,46.61,4.600006,46.4,-0.009180069,0.07956004,0,5,3,1460,85,0,-0.1199951,0,13.8,10.5,0,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13995609,2020-01-08 16:08:39:203,1.3482,-0.8254,10.5661,-0.0323,0.0418,9.8065,-0.125,-0.1256,0.239,-13.69,-34.19,-11.62,280.5,-88.87,-126.86
58119.8,58119.80017,137,58119.8,52.2029901,-2.1928235,46.656,37.291,69.45,-0.98,0.1,0,46.64,46.92,46.56999,46.91,4.300018,46.71,-0.009180069,0.06936002,0,5,3,1439,85,0,0.1099854,0,13.8,10.5,0,52.202713,-2.19329,125.22,11.87,2,60.83,23 / 23,13995710,2020-01-08 16:08:39:304,-0.7639,4.2703,11.3876,0.0136,0.1071,9.806,-0.3557,-0.1099,0.2995,-14.5,-34.81,-12.87,293.91,-88.77,-111.14
